"Date","Price","Open","High","Low","Vol.","Change %"
"Dec 17, 2012","57.10","57.10","57.10","57.10","-","8.14%"
"Dec 14, 2012","52.80","52.80","52.80","52.80","-","-1.49%"
"Dec 12, 2012","53.60","53.60","53.60","53.60","-","3.88%"
"Dec 11, 2012","51.60","51.60","51.60","51.60","-","-1.24%"
"Dec 10, 2012","52.25","52.25","52.25","52.25","-","-1.97%"
"Dec 06, 2012","53.30","53.30","53.30","53.30","-","1.91%"
"Dec 05, 2012","52.30","52.30","52.30","52.30","-","1.16%"
"Dec 04, 2012","51.70","51.70","51.70","51.70","-","1.33%"
"Dec 03, 2012","51.02","51.02","51.02","51.02","-","-1.51%"
"Nov 30, 2012","51.80","51.80","51.80","51.80","-","0.19%"
"Nov 29, 2012","51.70","51.70","51.70","51.70","-","-1.15%"
"Nov 28, 2012","52.30","52.30","52.30","52.30","-","1.16%"
"Nov 27, 2012","51.70","51.70","51.70","51.70","-","-4.08%"
"Nov 21, 2012","53.90","53.90","53.90","53.90","-","0.37%"
"Nov 20, 2012","53.70","53.70","53.70","53.70","-","-1.83%"
"Nov 19, 2012","54.70","54.70","54.70","54.70","-","-0.51%"
"Nov 16, 2012","54.98","54.98","54.98","54.98","-","-1.12%"
"Nov 15, 2012","55.60","55.60","55.60","55.60","-","-2.18%"
"Nov 14, 2012","56.84","56.84","56.84","56.84","-","-0.80%"
"Nov 13, 2012","57.30","57.30","57.30","57.30","-","-3.05%"
"Nov 09, 2012","59.10","59.10","59.10","59.10","-","0.00%"
"Nov 08, 2012","59.10","59.10","59.10","59.10","-","-2.96%"
"Nov 07, 2012","60.90","60.90","60.90","60.90","-","-12.12%"
"Nov 06, 2012","69.30","69.30","69.30","69.30","-","1.01%"
"Nov 05, 2012","68.61","68.61","68.61","68.61","-","-5.10%"
"Nov 02, 2012","72.30","72.30","72.30","72.30","-","0.42%"
"Nov 01, 2012","72.00","72.00","72.00","72.00","-","0.80%"
"Oct 31, 2012","71.43","71.43","71.43","71.43","-","0.46%"
"Oct 29, 2012","71.10","71.10","71.10","71.10","-","-2.60%"
"Oct 26, 2012","73.00","73.00","73.00","73.00","-","-0.14%"
"Oct 25, 2012","73.10","73.10","73.10","73.10","-","8.94%"
"Oct 24, 2012","67.10","67.10","67.10","67.10","-","-2.61%"
"Oct 23, 2012","68.90","68.90","68.90","68.90","-","-1.29%"
"Oct 22, 2012","69.80","69.80","69.80","69.80","-","1.90%"
"Oct 19, 2012","68.50","68.50","68.50","68.50","-","-0.72%"
"Oct 18, 2012","69.00","69.00","69.00","69.00","-","0.44%"
"Oct 17, 2012","68.70","68.70","68.70","68.70","-","6.02%"
"Oct 16, 2012","64.80","64.80","64.80","64.80","-","2.86%"
"Oct 15, 2012","63.00","63.00","63.00","63.00","-","2.61%"
"Oct 12, 2012","61.40","61.40","61.40","61.40","-","0.00%"
"Oct 11, 2012","61.40","61.40","61.40","61.40","-","3.02%"
"Oct 10, 2012","59.60","59.60","59.60","59.60","-","0.51%"
"Oct 09, 2012","59.30","59.30","59.30","59.30","-","-1.82%"
"Oct 05, 2012","60.40","60.40","60.40","60.40","-","1.00%"
"Oct 04, 2012","59.80","59.80","59.80","59.80","-","1.01%"
"Oct 03, 2012","59.20","59.20","59.20","59.20","-","-1.99%"
"Oct 02, 2012","60.40","60.40","60.40","60.40","-","1.68%"
"Oct 01, 2012","59.40","59.40","59.40","59.40","-","-1.77%"
"Sep 28, 2012","60.47","60.47","60.47","60.47","-","-1.00%"
"Sep 27, 2012","61.08","61.08","61.08","61.08","-","4.41%"
"Sep 26, 2012","58.50","58.50","58.50","58.50","-","1.56%"
"Sep 25, 2012","57.60","57.60","57.60","57.60","-","0.17%"
"Sep 24, 2012","57.50","57.50","57.50","57.50","-","-3.52%"
"Sep 21, 2012","59.60","59.60","59.60","59.60","-","-0.17%"
"Sep 20, 2012","59.70","59.70","59.70","59.70","-","3.83%"
"Sep 19, 2012","57.50","57.50","57.50","57.50","-","-3.85%"
"Sep 18, 2012","59.80","59.80","59.80","59.80","-","-7.14%"
"Sep 17, 2012","64.40","64.40","64.40","64.40","-","-5.71%"
"Sep 14, 2012","68.30","68.30","68.30","68.30","-","4.43%"
"Sep 13, 2012","65.40","65.40","65.40","65.40","-","-6.44%"
"Sep 12, 2012","69.90","69.90","69.90","69.90","-","2.95%"
"Sep 11, 2012","67.90","67.90","67.90","67.90","-","-0.44%"
"Sep 10, 2012","68.20","68.20","68.20","68.20","-","-0.29%"
"Sep 07, 2012","68.40","68.40","68.40","68.40","-","-3.66%"
"Sep 06, 2012","71.00","71.00","71.00","71.00","-","3.65%"
"Sep 05, 2012","68.50","68.50","68.50","68.50","-","2.09%"
"Sep 04, 2012","67.10","67.10","67.10","67.10","-","-2.33%"
"Aug 31, 2012","68.70","68.70","68.70","68.70","-","1.03%"
"Aug 30, 2012","68.00","68.00","68.00","68.00","-","4.78%"
"Aug 29, 2012","64.90","64.90","64.90","64.90","-","0.93%"
"Aug 28, 2012","64.30","64.30","64.30","64.30","-","-3.02%"
"Aug 27, 2012","66.30","66.30","66.30","66.30","-","-0.15%"
"Aug 24, 2012","66.40","66.40","66.40","66.40","-","1.37%"
"Aug 23, 2012","65.50","65.50","65.50","65.50","-","-1.95%"
"Aug 22, 2012","66.80","66.80","66.80","66.80","-","-4.57%"
"Aug 21, 2012","70.00","70.00","70.00","70.00","-","-0.28%"
"Aug 20, 2012","70.20","70.20","70.20","70.20","-","-5.14%"
"Aug 17, 2012","74.00","74.00","74.00","74.00","-","-4.02%"
"Aug 16, 2012","77.10","77.10","77.10","77.10","-","5.62%"
"Aug 15, 2012","73.00","73.00","73.00","73.00","-","7.51%"
"Aug 14, 2012","67.90","67.90","67.90","67.90","-","1.04%"
"Aug 13, 2012","67.20","67.20","67.20","67.20","-","-4.14%"
"Aug 10, 2012","70.10","70.10","70.10","70.10","-","-4.88%"
"Aug 09, 2012","73.70","73.70","73.70","73.70","-","-1.99%"
"Aug 08, 2012","75.20","75.20","75.20","75.20","-","1.76%"
"Aug 07, 2012","73.90","73.90","73.90","73.90","-","6.03%"
"Aug 06, 2012","69.70","69.70","69.70","69.70","-","-3.06%"
"Aug 03, 2012","71.90","71.90","71.90","71.90","-","3.60%"
"Aug 02, 2012","69.40","69.40","69.40","69.40","-","-6.34%"
"Aug 01, 2012","74.10","74.10","74.10","74.10","-","6.16%"
"Jul 31, 2012","69.80","69.80","69.80","69.80","-","2.05%"
"Jul 30, 2012","68.40","68.40","68.40","68.40","-","-1.87%"
"Jul 27, 2012","69.70","69.70","69.70","69.70","-","11.34%"
"Jul 26, 2012","62.60","62.60","62.60","62.60","-","-0.79%"
"Jul 25, 2012","63.10","63.10","63.10","63.10","-","0.32%"
"Jul 24, 2012","62.90","62.90","62.90","62.90","-","2.11%"
"Jul 23, 2012","61.60","61.60","61.60","61.60","-","0.49%"
"Jul 20, 2012","61.30","61.30","61.30","61.30","-","0.16%"
"Jul 19, 2012","61.20","61.20","61.20","61.20","-","-1.13%"
"Jul 18, 2012","61.90","61.90","61.90","61.90","-","-3.58%"
"Jul 17, 2012","64.20","64.20","64.20","64.20","-","2.23%"
"Jul 16, 2012","62.80","62.80","62.80","62.80","-","-0.79%"
"Jul 13, 2012","63.30","63.30","63.30","63.30","-","-0.16%"
"Jul 12, 2012","63.40","63.40","63.40","63.40","-","-0.63%"
"Jul 11, 2012","63.80","63.80","63.80","63.80","-","0.79%"
"Jul 10, 2012","63.30","63.30","63.30","63.30","-","-0.16%"
"Jul 09, 2012","63.40","63.40","63.40","63.40","-","-5.09%"
"Jul 06, 2012","66.80","66.80","66.80","66.80","-","-6.31%"
"Jul 05, 2012","71.30","71.30","71.30","71.30","-","-1.52%"
"Jul 03, 2012","72.40","72.40","72.40","72.40","-","1.12%"
"Jul 02, 2012","71.60","71.60","71.60","71.60","-","-2.19%"
"Jun 29, 2012","73.20","73.20","73.20","73.20","-","4.27%"
"Jun 28, 2012","70.20","70.20","70.20","70.20","-","0.00%"
"Jun 27, 2012","70.20","70.20","70.20","70.20","-","-1.27%"
"Jun 26, 2012","71.10","71.10","71.10","71.10","-","-2.34%"
"Jun 25, 2012","72.80","72.80","72.80","72.80","-","-3.06%"
"Jun 22, 2012","75.10","75.10","75.10","75.10","-","-1.44%"
"Jun 21, 2012","76.20","76.20","76.20","76.20","-","-1.93%"
"Jun 20, 2012","77.70","77.70","77.70","77.70","-","-8.26%"
"Jun 19, 2012","84.70","84.70","84.70","84.70","-","-1.17%"
"Jun 18, 2012","85.70","85.70","85.70","85.70","-","-10.17%"
"Jun 15, 2012","95.40","95.40","95.40","95.40","-","4.26%"
"Jun 14, 2012","91.50","91.50","91.50","91.50","-","2.46%"
"Jun 13, 2012","89.30","89.30","89.30","89.30","-","0.90%"
"Jun 12, 2012","88.50","88.50","88.50","88.50","-","2.31%"
"Jun 11, 2012","86.50","86.50","86.50","86.50","-","0.58%"
"Jun 08, 2012","86.00","86.00","86.00","86.00","-","4.75%"
"Jun 07, 2012","82.10","82.10","82.10","82.10","-","-6.39%"
"Jun 06, 2012","87.70","87.70","87.70","87.70","-","3.66%"
"Jun 05, 2012","84.60","84.60","84.60","84.60","-","-2.20%"
"Jun 04, 2012","86.50","86.50","86.50","86.50","-","7.32%"
"Jun 01, 2012","80.60","80.60","80.60","80.60","-","8.33%"
"May 31, 2012","74.40","74.40","74.40","74.40","-","1.92%"
"May 30, 2012","73.00","73.00","73.00","73.00","-","5.95%"
"May 29, 2012","68.90","68.90","68.90","68.90","-","-3.23%"
"May 25, 2012","71.20","71.20","71.20","71.20","-","-2.60%"
"May 24, 2012","73.10","73.10","73.10","73.10","-","-0.81%"
"May 23, 2012","73.70","73.70","73.70","73.70","-","4.10%"
"May 22, 2012","70.80","70.80","70.80","70.80","-","2.46%"
"May 21, 2012","69.10","69.10","69.10","69.10","-","-2.12%"
"May 18, 2012","70.60","70.60","70.60","70.60","-","0.00%"
"May 17, 2012","70.60","70.60","70.60","70.60","-","5.37%"
"May 16, 2012","67.00","67.00","67.00","67.00","-","-1.03%"
"May 15, 2012","67.70","67.70","67.70","67.70","-","-3.70%"
"May 14, 2012","70.30","70.30","70.30","70.30","-","14.31%"
"May 11, 2012","61.50","61.50","61.50","61.50","-","6.77%"
"May 10, 2012","57.60","57.60","57.60","57.60","-","-1.87%"
"May 09, 2012","58.70","58.70","58.70","58.70","-","1.73%"
"May 08, 2012","57.70","57.70","57.70","57.70","-","1.76%"
"May 07, 2012","56.70","56.70","56.70","56.70","-","-1.90%"
"May 04, 2012","57.80","57.80","57.80","57.80","-","-8.69%"
"May 03, 2012","63.30","63.30","63.30","63.30","-","-2.76%"
"May 02, 2012","65.10","65.10","65.10","65.10","-","-2.84%"
"May 01, 2012","67.00","67.00","67.00","67.00","-","6.52%"
"Apr 30, 2012","62.90","62.90","62.90","62.90","-","-1.87%"
"Apr 27, 2012","64.10","64.10","64.10","64.10","-","-1.69%"
"Apr 26, 2012","65.20","65.20","65.20","65.20","-","-7.65%"
"Apr 25, 2012","70.60","70.60","70.60","70.60","-","-1.81%"
"Apr 24, 2012","71.90","71.90","71.90","71.90","-","1.41%"
"Apr 23, 2012","70.90","70.90","70.90","70.90","-","-0.70%"
"Apr 20, 2012","71.40","71.40","71.40","71.40","-","-1.11%"
"Apr 19, 2012","72.20","72.20","72.20","72.20","-","-0.41%"
"Apr 18, 2012","72.50","72.50","72.50","72.50","-","-1.89%"
"Apr 17, 2012","73.90","73.90","73.90","73.90","-","1.37%"
"Apr 16, 2012","72.90","72.90","72.90","72.90","-","0.41%"
"Apr 13, 2012","72.60","72.60","72.60","72.60","-","-1.22%"
"Apr 12, 2012","73.50","73.50","73.50","73.50","-","-3.67%"
"Apr 11, 2012","76.30","76.30","76.30","76.30","-","1.60%"
"Apr 10, 2012","75.10","75.10","75.10","75.10","-","-1.44%"
"Apr 09, 2012","76.20","76.20","76.20","76.20","-","-2.93%"
"Apr 06, 2012","78.50","78.50","78.50","78.50","-","-6.21%"
"Apr 05, 2012","83.70","83.70","83.70","83.70","-","-1.06%"
"Apr 04, 2012","84.60","84.60","84.60","84.60","-","0.36%"
"Apr 03, 2012","84.30","84.30","84.30","84.30","-","11.51%"
"Apr 02, 2012","75.60","75.60","75.60","75.60","-","-3.82%"
"Mar 30, 2012","78.60","78.60","78.60","78.60","-","4.52%"
"Mar 29, 2012","75.20","75.20","75.20","75.20","-","-2.84%"
"Mar 28, 2012","77.40","77.40","77.40","77.40","-","-4.09%"
"Mar 27, 2012","80.70","80.70","80.70","80.70","-","-5.72%"
"Mar 26, 2012","85.60","85.60","85.60","85.60","-","-0.70%"
"Mar 23, 2012","86.20","86.20","86.20","86.20","-","-1.03%"
"Mar 22, 2012","87.10","87.10","87.10","87.10","-","-2.68%"
"Mar 21, 2012","89.50","89.50","89.50","89.50","-","-4.07%"
"Mar 20, 2012","93.30","93.30","93.30","93.30","-","1.08%"
"Mar 19, 2012","92.30","92.30","92.30","92.30","-","8.72%"
"Mar 16, 2012","84.90","84.90","84.90","84.90","-","1.80%"
"Mar 15, 2012","83.40","83.40","83.40","83.40","-","-7.02%"
"Mar 14, 2012","89.70","89.70","89.70","89.70","-","21.54%"
"Mar 13, 2012","73.80","73.80","73.80","73.80","-","5.58%"
"Mar 12, 2012","69.90","69.90","69.90","69.90","-","-4.51%"
"Mar 09, 2012","73.20","73.20","73.20","73.20","-","-4.44%"
"Mar 08, 2012","76.60","76.60","76.60","76.60","-","2.00%"
"Mar 07, 2012","75.10","75.10","75.10","75.10","-","-0.92%"
"Mar 06, 2012","75.80","75.80","75.80","75.80","-","1.07%"
"Mar 05, 2012","75.00","75.00","75.00","75.00","-","-1.32%"
"Mar 02, 2012","76.00","76.00","76.00","76.00","-","-1.81%"
"Mar 01, 2012","77.40","77.40","77.40","77.40","-","1.98%"
"Feb 29, 2012","75.90","75.90","75.90","75.90","-","2.71%"
"Feb 28, 2012","73.90","73.90","73.90","73.90","-","-1.20%"
"Feb 27, 2012","74.80","74.80","74.80","74.80","-","-2.98%"
"Feb 24, 2012","77.10","77.10","77.10","77.10","-","-2.41%"
"Feb 23, 2012","79.00","79.00","79.00","79.00","-","-0.75%"
"Feb 22, 2012","79.60","79.60","79.60","79.60","-","0.38%"
"Feb 21, 2012","79.30","79.30","79.30","79.30","-","-2.70%"
"Feb 17, 2012","81.50","81.50","81.50","81.50","-","1.75%"
"Feb 16, 2012","80.10","80.10","80.10","80.10","-","4.57%"
"Feb 15, 2012","76.60","76.60","76.60","76.60","-","-3.04%"
"Feb 14, 2012","79.00","79.00","79.00","79.00","-","0.25%"
"Feb 13, 2012","78.80","78.80","78.80","78.80","-","-2.35%"
"Feb 10, 2012","80.70","80.70","80.70","80.70","-","-3.00%"
"Feb 09, 2012","83.20","83.20","83.20","83.20","-","5.32%"
"Feb 08, 2012","79.00","79.00","79.00","79.00","-","-0.38%"
"Feb 07, 2012","79.30","79.30","79.30","79.30","-","9.68%"
"Feb 06, 2012","72.30","72.30","72.30","72.30","-","-5.74%"
"Feb 03, 2012","76.70","76.70","76.70","76.70","-","9.26%"
"Feb 02, 2012","70.20","70.20","70.20","70.20","-","-3.44%"
"Feb 01, 2012","72.70","72.70","72.70","72.70","-","0.83%"
"Jan 31, 2012","72.10","72.10","72.10","72.10","-","-0.41%"
"Jan 30, 2012","72.40","72.40","72.40","72.40","-","-3.98%"
"Jan 27, 2012","75.40","75.40","75.40","75.40","-","-0.66%"
"Jan 26, 2012","75.90","75.90","75.90","75.90","-","-1.04%"
"Jan 25, 2012","76.70","76.70","76.70","76.70","-","-6.00%"
"Jan 24, 2012","81.60","81.60","81.60","81.60","-","-4.90%"
"Jan 23, 2012","85.80","85.80","85.80","85.80","-","1.42%"
"Jan 20, 2012","84.60","84.60","84.60","84.60","-","5.75%"
"Jan 19, 2012","80.00","80.00","80.00","80.00","-","6.67%"
"Jan 18, 2012","75.00","75.00","75.00","75.00","-","-0.79%"
"Jan 17, 2012","75.60","75.60","75.60","75.60","-","-4.55%"
"Jan 13, 2012","79.20","79.20","79.20","79.20","-","2.72%"
"Jan 12, 2012","77.10","77.10","77.10","77.10","-","-1.41%"
"Jan 11, 2012","78.20","78.20","78.20","78.20","-","-2.49%"
"Jan 10, 2012","80.20","80.20","80.20","80.20","-","2.04%"
"Jan 09, 2012","78.60","78.60","78.60","78.60","-","-3.79%"
"Jan 06, 2012","81.70","81.70","81.70","81.70","-","-7.05%"
"Jan 05, 2012","87.90","87.90","87.90","87.90","-","-1.12%"
"Jan 04, 2012","88.90","88.90","88.90","88.90","-","-1.98%"
"Jan 03, 2012","90.70","90.70","90.70","90.70","-","-0.44%"
"Dec 30, 2011","91.10","91.10","91.10","91.10","-","-3.19%"
"Dec 29, 2011","94.10","94.10","94.10","94.10","-","-1.05%"
"Dec 28, 2011","95.10","95.10","95.10","95.10","-","0.32%"
"Dec 27, 2011","94.80","94.80","94.80","94.80","-","0.64%"
"Dec 23, 2011","94.20","94.20","94.20","94.20","-","4.43%"
"Dec 22, 2011","90.20","90.20","90.20","90.20","-","-1.74%"
"Dec 21, 2011","91.80","91.80","91.80","91.80","-","-0.54%"
"Dec 20, 2011","92.30","92.30","92.30","92.30","-","5.37%"
"Dec 19, 2011","87.60","87.60","87.60","87.60","-","-2.01%"
"Dec 16, 2011","89.40","89.40","89.40","89.40","-","2.52%"
"Dec 15, 2011","87.20","87.20","87.20","87.20","-","-4.91%"
"Dec 14, 2011","91.70","91.70","91.70","91.70","-","1.55%"
"Dec 13, 2011","90.30","90.30","90.30","90.30","-","-5.74%"
"Dec 12, 2011","95.80","95.80","95.80","95.80","-","-4.10%"
"Dec 09, 2011","99.90","99.90","99.90","99.90","-","5.16%"
"Dec 08, 2011","95.00","95.00","95.00","95.00","-","0.74%"
"Dec 07, 2011","94.30","94.30","94.30","94.30","-","1.40%"
"Dec 06, 2011","93.00","93.00","93.00","93.00","-","-1.06%"
"Dec 05, 2011","94.00","94.00","94.00","94.00","-","-4.67%"
"Dec 02, 2011","98.60","98.60","98.60","98.60","-","-2.18%"
"Dec 01, 2011","100.80","100.80","100.80","100.80","-","1.10%"
"Nov 30, 2011","99.70","99.70","99.70","99.70","-","-3.30%"
"Nov 29, 2011","103.10","103.10","103.10","103.10","-","0.29%"
"Nov 28, 2011","102.80","102.80","102.80","102.80","-","0.49%"
"Nov 25, 2011","102.30","102.30","102.30","102.30","-","-2.29%"
"Nov 23, 2011","104.70","104.70","104.70","104.70","-","1.06%"
"Nov 22, 2011","103.60","103.60","103.60","103.60","-","-3.63%"
"Nov 21, 2011","107.50","107.50","107.50","107.50","-","-2.09%"
"Nov 18, 2011","109.80","109.80","109.80","109.80","-","-1.70%"
"Nov 17, 2011","111.70","111.70","111.70","111.70","-","5.28%"
"Nov 16, 2011","106.10","106.10","106.10","106.10","-","-2.30%"
"Nov 15, 2011","108.60","108.60","108.60","108.60","-","-3.98%"
"Nov 14, 2011","113.10","113.10","113.10","113.10","-","-0.53%"
"Nov 10, 2011","113.70","113.70","113.70","113.70","-","1.70%"
"Nov 09, 2011","111.80","111.80","111.80","111.80","-","5.87%"
"Nov 08, 2011","105.60","105.60","105.60","105.60","-","-0.66%"
"Nov 07, 2011","106.30","106.30","106.30","106.30","-","-0.28%"
"Nov 04, 2011","106.60","106.60","106.60","106.60","-","-2.38%"
"Nov 03, 2011","109.20","109.20","109.20","109.20","-","-2.41%"
"Nov 02, 2011","111.90","111.90","111.90","111.90","-","-3.53%"
"Nov 01, 2011","116.00","116.00","116.00","116.00","-","8.21%"
"Oct 31, 2011","107.20","107.20","107.20","107.20","-","-0.19%"
"Oct 28, 2011","107.40","107.40","107.40","107.40","-","-0.65%"
"Oct 27, 2011","108.10","108.10","108.10","108.10","-","2.76%"
"Oct 26, 2011","105.20","105.20","105.20","105.20","-","3.04%"
"Oct 25, 2011","102.10","102.10","102.10","102.10","-","-1.45%"
"Oct 24, 2011","103.60","103.60","103.60","103.60","-","-3.63%"
"Oct 21, 2011","107.50","107.50","107.50","107.50","-","1.51%"
"Oct 20, 2011","105.90","105.90","105.90","105.90","-","0.86%"
"Oct 19, 2011","105.00","105.00","105.00","105.00","-","-2.33%"
"Oct 18, 2011","107.50","107.50","107.50","107.50","-","-0.83%"
"Oct 17, 2011","108.40","108.40","108.40","108.40","-","-0.73%"
"Oct 14, 2011","109.20","109.20","109.20","109.20","-","2.25%"
"Oct 13, 2011","106.80","106.80","106.80","106.80","-","-1.39%"
"Oct 12, 2011","108.30","108.30","108.30","108.30","-","1.40%"
"Oct 11, 2011","106.80","106.80","106.80","106.80","-","0.38%"
"Oct 07, 2011","106.40","106.40","106.40","106.40","-","-2.12%"
"Oct 06, 2011","108.70","108.70","108.70","108.70","-","-0.18%"
"Oct 05, 2011","108.90","108.90","108.90","108.90","-","-0.09%"
"Oct 04, 2011","109.00","109.00","109.00","109.00","-","3.12%"
"Oct 03, 2011","105.70","105.70","105.70","105.70","-","5.07%"
"Sep 30, 2011","100.60","100.60","100.60","100.60","-","0.20%"
"Sep 29, 2011","100.40","100.40","100.40","100.40","-","-2.62%"
"Sep 28, 2011","103.10","103.10","103.10","103.10","-","-3.91%"
"Sep 27, 2011","107.30","107.30","107.30","107.30","-","-0.09%"
"Sep 26, 2011","107.40","107.40","107.40","107.40","-","2.78%"
"Sep 23, 2011","104.50","104.50","104.50","104.50","-","1.06%"
"Sep 22, 2011","103.40","103.40","103.40","103.40","-","10.83%"
"Sep 21, 2011","93.30","93.30","93.30","93.30","-","-6.61%"
"Sep 20, 2011","99.90","99.90","99.90","99.90","-","0.30%"
"Sep 19, 2011","99.60","99.60","99.60","99.60","-","2.05%"
"Sep 16, 2011","97.60","97.60","97.60","97.60","-","0.31%"
"Sep 15, 2011","97.30","97.30","97.30","97.30","-","0.72%"
"Sep 14, 2011","96.60","96.60","96.60","96.60","-","-0.92%"
"Sep 13, 2011","97.50","97.50","97.50","97.50","-","-1.71%"
"Sep 12, 2011","99.20","99.20","99.20","99.20","-","-1.49%"
"Sep 09, 2011","100.70","100.70","100.70","100.70","-","1.31%"
"Sep 08, 2011","99.40","99.40","99.40","99.40","-","-1.19%"
"Sep 07, 2011","100.60","100.60","100.60","100.60","-","-2.42%"
"Sep 06, 2011","103.10","103.10","103.10","103.10","-","3.72%"
"Sep 02, 2011","99.40","99.40","99.40","99.40","-","0.61%"
"Sep 01, 2011","98.80","98.80","98.80","98.80","-","0.92%"
"Aug 31, 2011","97.90","97.90","97.90","97.90","-","-1.31%"
"Aug 30, 2011","99.20","99.20","99.20","99.20","-","1.22%"
"Aug 29, 2011","98.00","98.00","98.00","98.00","-","-3.45%"
"Aug 26, 2011","101.50","101.50","101.50","101.50","-","-5.76%"
"Aug 25, 2011","107.70","107.70","107.70","107.70","-","1.80%"
"Aug 24, 2011","105.80","105.80","105.80","105.80","-","0.28%"
"Aug 23, 2011","105.50","105.50","105.50","105.50","-","1.25%"
"Aug 22, 2011","104.20","104.20","104.20","104.20","-","3.89%"
"Aug 19, 2011","100.30","100.30","100.30","100.30","-","5.58%"
"Aug 18, 2011","95.00","95.00","95.00","95.00","-","8.20%"
"Aug 17, 2011","87.80","87.80","87.80","87.80","-","-4.57%"
"Aug 16, 2011","92.00","92.00","92.00","92.00","-","-7.82%"
"Aug 15, 2011","99.80","99.80","99.80","99.80","-","-8.52%"
"Aug 12, 2011","109.10","109.10","109.10","109.10","-","1.11%"
"Aug 11, 2011","107.90","107.90","107.90","107.90","-","9.10%"
"Aug 10, 2011","98.90","98.90","98.90","98.90","-","-8.17%"
"Aug 09, 2011","107.70","107.70","107.70","107.70","-","-8.57%"
"Aug 08, 2011","117.80","117.80","117.80","117.80","-","16.98%"
"Aug 05, 2011","100.70","100.70","100.70","100.70","-","10.66%"
"Aug 04, 2011","91.00","91.00","91.00","91.00","-","6.43%"
"Aug 03, 2011","85.50","85.50","85.50","85.50","-","-1.84%"
"Aug 02, 2011","87.10","87.10","87.10","87.10","-","3.57%"
"Aug 01, 2011","84.10","84.10","84.10","84.10","-","-4.43%"
"Jul 29, 2011","88.00","88.00","88.00","88.00","-","1.73%"
"Jul 28, 2011","86.50","86.50","86.50","86.50","-","-2.92%"
"Jul 27, 2011","89.10","89.10","89.10","89.10","-","5.07%"
"Jul 26, 2011","84.80","84.80","84.80","84.80","-","-2.30%"
"Jul 25, 2011","86.80","86.80","86.80","86.80","-","2.97%"
"Jul 22, 2011","84.30","84.30","84.30","84.30","-","-5.28%"
"Jul 21, 2011","89.00","89.00","89.00","89.00","-","4.58%"
"Jul 20, 2011","85.10","85.10","85.10","85.10","-","-4.17%"
"Jul 19, 2011","88.80","88.80","88.80","88.80","-","-0.89%"
"Jul 18, 2011","89.60","89.60","89.60","89.60","-","-0.88%"
"Jul 15, 2011","90.40","90.40","90.40","90.40","-","1.46%"
"Jul 14, 2011","89.10","89.10","89.10","89.10","-","1.14%"
"Jul 13, 2011","88.10","88.10","88.10","88.10","-","-2.44%"
"Jul 12, 2011","90.30","90.30","90.30","90.30","-","2.15%"
"Jul 11, 2011","88.40","88.40","88.40","88.40","-","3.03%"
"Jul 08, 2011","85.80","85.80","85.80","85.80","-","-5.09%"
"Jul 07, 2011","90.40","90.40","90.40","90.40","-","1.57%"
"Jul 06, 2011","89.00","89.00","89.00","89.00","-","-1.87%"
"Jul 05, 2011","90.70","90.70","90.70","90.70","-","0.22%"
"Jul 01, 2011","90.50","90.50","90.50","90.50","-","1.80%"
"Jun 30, 2011","88.90","88.90","88.90","88.90","-","1.95%"
"Jun 29, 2011","87.20","87.20","87.20","87.20","-","-2.46%"
"Jun 28, 2011","89.40","89.40","89.40","89.40","-","6.68%"
"Jun 27, 2011","83.80","83.80","83.80","83.80","-","-1.18%"
"Jun 24, 2011","84.80","84.80","84.80","84.80","-","1.44%"
"Jun 23, 2011","83.60","83.60","83.60","83.60","-","5.82%"
"Jun 22, 2011","79.00","79.00","79.00","79.00","-","-2.35%"
"Jun 21, 2011","80.90","80.90","80.90","80.90","-","-1.94%"
"Jun 20, 2011","82.50","82.50","82.50","82.50","-","-3.28%"
"Jun 17, 2011","85.30","85.30","85.30","85.30","-","-2.96%"
"Jun 16, 2011","87.90","87.90","87.90","87.90","-","2.33%"
"Jun 15, 2011","85.90","85.90","85.90","85.90","-","4.12%"
"Jun 14, 2011","82.50","82.50","82.50","82.50","-","7.98%"
"Jun 13, 2011","76.40","76.40","76.40","76.40","-","-2.18%"
"Jun 10, 2011","78.10","78.10","78.10","78.10","-","1.03%"
"Jun 09, 2011","77.30","77.30","77.30","77.30","-","-0.26%"
"Jun 08, 2011","77.50","77.50","77.50","77.50","-","5.44%"
"Jun 07, 2011","73.50","73.50","73.50","73.50","-","-3.03%"
"Jun 06, 2011","75.80","75.80","75.80","75.80","-","-0.13%"
"Jun 03, 2011","75.90","75.90","75.90","75.90","-","-0.91%"
"Jun 02, 2011","76.60","76.60","76.60","76.60","-","5.08%"
"Jun 01, 2011","72.90","72.90","72.90","72.90","-","1.96%"
"May 31, 2011","71.50","71.50","71.50","71.50","-","-3.25%"
"May 27, 2011","73.90","73.90","73.90","73.90","-","-0.54%"
"May 26, 2011","74.30","74.30","74.30","74.30","-","-1.98%"
"May 25, 2011","75.80","75.80","75.80","75.80","-","-1.17%"
"May 24, 2011","76.70","76.70","76.70","76.70","-","-1.67%"
"May 23, 2011","78.00","78.00","78.00","78.00","-","-2.26%"
"May 20, 2011","79.80","79.80","79.80","79.80","-","0.00%"
"May 19, 2011","79.80","79.80","79.80","79.80","-","2.44%"
"May 18, 2011","77.90","77.90","77.90","77.90","-","-0.26%"
"May 17, 2011","78.10","78.10","78.10","78.10","-","-2.74%"
"May 16, 2011","80.30","80.30","80.30","80.30","-","-2.19%"
